_id,lectura,lectura2,lectura3,date,fecha,hora
643b16e78436656ebb9246ab,21.10,39.00,65,2023-04-15 17:28:07,2023-04-15,17:28:25
643b16eb8436656ebb9246ac,21.10,39.00,65,2023-04-15 17:28:11,2023-04-15,17:28:30
643b16f18436656ebb9246ad,21.10,39.00,65,2023-04-15 17:28:17,2023-04-15,17:28:35
643b16f68436656ebb9246ae,21.10,39.00,65,2023-04-15 17:28:22,2023-04-15,17:28:41
643b16fb8436656ebb9246af,21.10,39.00,66,2023-04-15 17:28:27,2023-04-15,17:28:46
643b17008436656ebb9246b0,21.10,39.00,65,2023-04-15 17:28:32,2023-04-15,17:28:51
643b17058436656ebb9246b1,21.20,39.00,65,2023-04-15 17:28:37,2023-04-15,17:28:56
643b170b8436656ebb9246b2,21.20,39.00,65,2023-04-15 17:28:43,2023-04-15,17:29:01
643b17108436656ebb9246b3,21.20,39.00,65,2023-04-15 17:28:48,2023-04-15,17:29:06
643b17158436656ebb9246b4,21.20,39.00,65,2023-04-15 17:28:53,2023-04-15,17:29:11
643b171a8436656ebb9246b5,21.30,39.00,65,2023-04-15 17:28:58,2023-04-15,17:29:17
643b171f8436656ebb9246b6,21.30,39.00,65,2023-04-15 17:29:03,2023-04-15,17:29:22
643b17248436656ebb9246b7,21.30,39.00,65,2023-04-15 17:29:08,2023-04-15,17:29:27
643b172a8436656ebb9246b8,21.30,38.00,65,2023-04-15 17:29:14,2023-04-15,17:29:32
643b172e8436656ebb9246b9,21.30,38.00,65,2023-04-15 17:29:18,2023-04-15,17:29:37
643b17348436656ebb9246ba,21.30,38.00,65,2023-04-15 17:29:24,2023-04-15,17:29:42
643b17398436656ebb9246bb,21.30,38.00,64,2023-04-15 17:29:29,2023-04-15,17:29:48
643b173e8436656ebb9246bc,21.30,38.00,64,2023-04-15 17:29:34,2023-04-15,17:29:53
643b17438436656ebb9246bd,21.30,38.00,64,2023-04-15 17:29:39,2023-04-15,17:29:58
643b17488436656ebb9246be,21.30,38.00,65,2023-04-15 17:29:44,2023-04-15,17:30:03
643b174d8436656ebb9246bf,21.30,38.00,65,2023-04-15 17:29:49,2023-04-15,17:30:08
643b17528436656ebb9246c0,21.30,38.00,65,2023-04-15 17:29:54,2023-04-15,17:30:13
643b17588436656ebb9246c1,21.30,38.00,65,2023-04-15 17:30:00,2023-04-15,17:30:18
643b175d8436656ebb9246c2,21.30,38.00,64,2023-04-15 17:30:05,2023-04-15,17:30:24
643b17628436656ebb9246c3,21.30,38.00,64,2023-04-15 17:30:10,2023-04-15,17:30:29
643b17678436656ebb9246c4,21.30,38.00,64,2023-04-15 17:30:15,2023-04-15,17:30:34
643b176c8436656ebb9246c5,21.30,38.00,64,2023-04-15 17:30:20,2023-04-15,17:30:39
643b17718436656ebb9246c6,21.30,38.00,64,2023-04-15 17:30:25,2023-04-15,17:30:44
643b17778436656ebb9246c7,21.30,38.00,65,2023-04-15 17:30:31,2023-04-15,17:30:49
643b177c8436656ebb9246c8,21.30,38.00,64,2023-04-15 17:30:36,2023-04-15,17:30:54
643b17818436656ebb9246c9,21.20,38.00,67,2023-04-15 17:30:41,2023-04-15,17:31:00
643b17868436656ebb9246ca,21.20,38.00,67,2023-04-15 17:30:46,2023-04-15,17:31:05
643b178b8436656ebb9246cb,21.20,38.00,66,2023-04-15 17:30:51,2023-04-15,17:31:10
643b17908436656ebb9246cc,21.20,38.00,66,2023-04-15 17:30:56,2023-04-15,17:31:15
643b17968436656ebb9246cd,21.20,38.00,65,2023-04-15 17:31:02,2023-04-15,17:31:20
643b179b8436656ebb9246ce,21.20,38.00,66,2023-04-15 17:31:07,2023-04-15,17:31:25
643b17a08436656ebb9246cf,21.20,38.00,66,2023-04-15 17:31:12,2023-04-15,17:31:31
643b17a58436656ebb9246d0,21.20,39.00,65,2023-04-15 17:31:17,2023-04-15,17:31:36
643b17aa8436656ebb9246d1,21.20,39.00,65,2023-04-15 17:31:22,2023-04-15,17:31:41
643b17af8436656ebb9246d2,21.20,39.00,65,2023-04-15 17:31:27,2023-04-15,17:31:46
643b17b48436656ebb9246d3,21.20,39.00,65,2023-04-15 17:31:32,2023-04-15,17:31:51
643b17ba8436656ebb9246d4,21.20,39.00,65,2023-04-15 17:31:38,2023-04-15,17:31:56
643b17bf8436656ebb9246d5,21.20,39.00,66,2023-04-15 17:31:43,2023-04-15,17:32:01
643b17c48436656ebb9246d6,21.20,39.00,65,2023-04-15 17:31:48,2023-04-15,17:32:07
643b17c98436656ebb9246d7,21.30,39.00,65,2023-04-15 17:31:53,2023-04-15,17:32:12
643b17ce8436656ebb9246d8,21.30,39.00,65,2023-04-15 17:31:58,2023-04-15,17:32:17
643b17d38436656ebb9246d9,21.30,38.00,65,2023-04-15 17:32:03,2023-04-15,17:32:22
643b17d88436656ebb9246da,21.30,39.00,65,2023-04-15 17:32:08,2023-04-15,17:32:27
643b17de8436656ebb9246db,21.30,39.00,65,2023-04-15 17:32:14,2023-04-15,17:32:32
643b17e38436656ebb9246dc,21.30,38.00,65,2023-04-15 17:32:19,2023-04-15,17:32:38
643b17e88436656ebb9246dd,21.30,38.00,65,2023-04-15 17:32:24,2023-04-15,17:32:43
643b17ed8436656ebb9246de,21.30,38.00,65,2023-04-15 17:32:29,2023-04-15,17:32:48
643b17f28436656ebb9246df,21.30,38.00,65,2023-04-15 17:32:34,2023-04-15,17:32:53
643b17f78436656ebb9246e0,21.30,38.00,65,2023-04-15 17:32:39,2023-04-15,17:32:58
643b17fc8436656ebb9246e1,21.30,38.00,65,2023-04-15 17:32:44,2023-04-15,17:33:03
643b18028436656ebb9246e2,21.30,38.00,65,2023-04-15 17:32:50,2023-04-15,17:33:08
643b18078436656ebb9246e3,21.30,38.00,64,2023-04-15 17:32:55,2023-04-15,17:33:14
643b180c8436656ebb9246e4,21.30,38.00,65,2023-04-15 17:33:00,2023-04-15,17:33:19
643b18118436656ebb9246e5,21.30,38.00,64,2023-04-15 17:33:05,2023-04-15,17:33:24
643b18168436656ebb9246e6,21.30,38.00,65,2023-04-15 17:33:10,2023-04-15,17:33:29
643b181c8436656ebb9246e7,21.30,38.00,64,2023-04-15 17:33:16,2023-04-15,17:33:34
643b18218436656ebb9246e8,21.30,38.00,64,2023-04-15 17:33:21,2023-04-15,17:33:39
643b18268436656ebb9246e9,21.30,38.00,64,2023-04-15 17:33:26,2023-04-15,17:33:44
643b182b8436656ebb9246ea,21.30,38.00,64,2023-04-15 17:33:31,2023-04-15,17:33:50
643b18308436656ebb9246eb,21.30,38.00,65,2023-04-15 17:33:36,2023-04-15,17:33:55
643b18358436656ebb9246ec,21.30,38.00,65,2023-04-15 17:33:41,2023-04-15,17:34:00
643b183a8436656ebb9246ed,21.30,38.00,64,2023-04-15 17:33:46,2023-04-15,17:34:05
643b18408436656ebb9246ee,21.30,38.00,64,2023-04-15 17:33:52,2023-04-15,17:34:10
643b18458436656ebb9246ef,21.30,38.00,64,2023-04-15 17:33:57,2023-04-15,17:34:15
643b184a8436656ebb9246f0,21.30,38.00,64,2023-04-15 17:34:02,2023-04-15,17:34:21
643b184f8436656ebb9246f1,21.30,38.00,64,2023-04-15 17:34:07,2023-04-15,17:34:26
643b18548436656ebb9246f2,21.30,38.00,64,2023-04-15 17:34:12,2023-04-15,17:34:31
643b18598436656ebb9246f3,21.30,38.00,64,2023-04-15 17:34:17,2023-04-15,17:34:36
643b185f8436656ebb9246f4,21.20,38.00,64,2023-04-15 17:34:23,2023-04-15,17:34:41
643b18638436656ebb9246f5,21.20,38.00,64,2023-04-15 17:34:27,2023-04-15,17:34:46
643b18698436656ebb9246f6,21.20,38.00,64,2023-04-15 17:34:33,2023-04-15,17:34:51
643b186e8436656ebb9246f7,21.20,38.00,64,2023-04-15 17:34:38,2023-04-15,17:34:57
643b18738436656ebb9246f8,21.10,38.00,64,2023-04-15 17:34:43,2023-04-15,17:35:02
643b18788436656ebb9246f9,21.10,38.00,64,2023-04-15 17:34:48,2023-04-15,17:35:07
643b187d8436656ebb9246fa,21.10,38.00,64,2023-04-15 17:34:53,2023-04-15,17:35:12
643b18828436656ebb9246fb,21.10,38.00,64,2023-04-15 17:34:58,2023-04-15,17:35:17
643b18888436656ebb9246fc,21.10,38.00,64,2023-04-15 17:35:04,2023-04-15,17:35:22
643b188d8436656ebb9246fd,21.10,38.00,64,2023-04-15 17:35:09,2023-04-15,17:35:28
643b18928436656ebb9246fe,21.10,38.00,64,2023-04-15 17:35:14,2023-04-15,17:35:33
643b18978436656ebb9246ff,21.10,38.00,64,2023-04-15 17:35:19,2023-04-15,17:35:38
643b189c8436656ebb924700,21.10,38.00,63,2023-04-15 17:35:24,2023-04-15,17:35:43
643b18a18436656ebb924701,21.10,38.00,63,2023-04-15 17:35:29,2023-04-15,17:35:48
643b18a68436656ebb924702,21.10,39.00,64,2023-04-15 17:35:34,2023-04-15,17:35:53
